uid,dt-created,dt-modified,event-dt-begin,event-dt-end,event-location,title,link
"20140925062831","2014-09-25 06:28:31 GMT","","2014-10-16","2015-01-11","National Portrait Gallery, London","Anarchy & Beauty: William Morris and His Legacy, 1860–1960","http://www.npg.org.uk/whatson/anarchy-beauty-william-morris-and-his-legacy-1860-1960/home.php"
"20140926164035","2014-09-26 16:40:35 GMT","2015-02-23 09:11:42 GMT","2014-10-03","2015-03-29","M HKA, Antwerpen","Panamarenko Universum","http://www.muhka.be/nl/toont/event/3195/PANAMARENKO-UNIVERSUM"
"20140928074427","2014-09-28 07:44:27 GMT","2015-02-13 08:48:11 GMT","2015-02-12","2015-09-13","Mumok, Wien","Ludwig Goes Pop","http://mumok.at/de/events/ludwig-goes-pop"
"20140929090625","2014-09-29 09:06:25 GMT","2015-07-07 07:57:03 GMT","2015-07-04","2015-11-08","Stedelijk Museum, Amsterdam","Zero","http://www.stedelijk.nl/en/exhibitions/zero-let-us-explore-the-stars"
"20140929090941","2014-09-29 09:09:41 GMT","","2015-04-04","2015-08-16","Stedelijk Museum, Amsterdam","The Oasis of Matisse","http://www.stedelijk.nl/en/exhibitions/the-oasis-of-matisse"
"20141001104247","2014-10-01 10:42:47 GMT","","2015-01-24","2015-04-10","Royal Academy of Arts, London","Rubens and His Legacy","http://www.royalacademy.org.uk/exhibition/rubens-and-his-legacy"
"20141002205949","2014-10-02 20:59:49 GMT","","2014-10-28","2015-02-15","Kunsthistorisches Museum, Wien","Velázquez","http://www.khm.at/en/visit/exhibitions/velazquez/"
"20141002210210","2014-10-02 21:02:10 GMT","","2015-03-25","2015-07-13","Grand Palais, Paris","Velázquez","http://www.grandpalais.fr/fr/evenement/velazquez"
"20141003154655","2014-10-03 15:46:55 GMT","","2014-09-17","2015-02-01","Palazzo Reale, Milano","Marc Chagall. Una retrospettiva 1908–1985","http://www.mostrachagall.it/english-informations/"
"20141003155954","2014-10-03 15:59:54 GMT","2014-11-02 09:09:41 GMT","2014-10-22","2015-03-15","Museo del Novecento, Milano","Klein Fontana: Milano Parigi 1957-1962","http://www.museodelnovecento.org/en/le-mostre/presente-menu"
"20141005071409","2014-10-05 07:14:09 GMT","2015-01-19 09:06:48 GMT","2015-02-27","2015-06-11","Guggenheim Museum, Bilbao","Niki de Saint Phalle","http://www.guggenheim-bilbao.es/en/exhibitions/niki-de-saint-phalle-3/"
"20141005112525","2014-10-05 11:25:25 GMT","","2014-10-08","2014-11-16","White Cube Bermondsey, London","Tracey Emin – The Last Great Adventure is You","http://whitecube.com/exhibitions/tracey_emin_the_last_great_adventure_is_you_bermondsey_2014/"
"20141006065343","2014-10-06 06:53:43 GMT","2014-10-19 20:04:11 GMT","2014-11-12","2015-04-13","Museo Nacional Centro de Arte Reina Sofía, Madrid","Mathias Goeritz","http://www.museoreinasofia.es/en/exhibitions/mathias-goeritz"
"20141006180834","2014-10-06 18:08:34 GMT","","2015-02-12","2015-05-25","National Portrait Gallery, London","Sargent: Portraits of Artists and Friends","http://www.npg.org.uk/whatson/sargent/home.php"
"20141011083732","2014-10-11 08:37:32 GMT","","2014-09-27","2014-12-14","Royal Academy of Arts, London","Anselm Kiefer","http://www.royalacademy.org.uk/exhibition/anselm-kiefer"
"20141011084126","2014-10-11 08:41:26 GMT","","2014-11-13","2015-01-25","Royal Academy of Arts, London","Allen Jones RA","http://www.royalacademy.org.uk/exhibition/allen-jones-ra"
"20141011084303","2014-10-11 08:43:03 GMT","2014-10-11 08:56:06 GMT","2015-09-19","2015-12-13","Royal Academy of Arts, London","Ai Weiwei","http://www.royalacademy.org.uk/exhibition/ai-weiwei"
"20141011084448","2014-10-11 08:44:48 GMT","","2014-10-25","2015-01-25","Royal Academy of Arts, London","Giovanni Battista Moroni","http://www.royalacademy.org.uk/exhibition/giovanni-battista-moroni"
"20141011084614","2014-10-11 08:46:14 GMT","","2015-03-14","2015-06-07","Royal Academy of Arts, London","Richard Diebenkorn","http://www.royalacademy.org.uk/exhibition/richard-diebenkorn"
"20141011084823","2014-10-11 08:48:23 GMT","","2015-07-04","2015-09-27","Royal Academy of Arts, London","Joseph Cornell","http://www.royalacademy.org.uk/exhibition/joseph-cornell"
"20141011090501","2014-10-11 09:05:01 GMT","2015-02-09 19:25:30 GMT","2014-11-14","2015-02-15","The Queen's Gallery, Palace of Holyroodhouse, Edinburgh","Castiglione: Lost Genius","http://www.royalcollection.org.uk/exhibitions/castiglione-lost-genius-edinburgh"
"20141011091332","2014-10-11 09:13:32 GMT","2015-02-26 08:42:23 GMT","2015-02-24","2015-05-17","Jeu de Paume, Paris","Florence Henri","http://www.jeudepaume.org/index.php?page=article&idArt=2235"
"20141011092413","2014-10-11 09:24:13 GMT","","2015-09-17","2016-01-24","Tate Modern, London","The World Goes Pop","http://www.tate.org.uk/whats-on/tate-modern/exhibition/world-goes-pop"
"20141011092614","2014-10-11 09:26:14 GMT","","2015-11-11","2016-04-03","Tate Modern, London","Alexander Calder: Performing Sculpture","http://www.tate.org.uk/whats-on/tate-modern/exhibition/alexander-calder-performing-sculpture"
"20141011093035","2014-10-11 09:30:35 GMT","","2015-06-03","2015-10-11","Tate Modern, London","Agnes Martin","http://www.tate.org.uk/whats-on/tate-modern/exhibition/agnes-martin"
"20141011093409","2014-10-11 09:34:09 GMT","2014-10-11 09:53:37 GMT","2015-06-24","2015-10-25","Tate Britain, London","Barbara Hepworth","http://www.tate.org.uk/whats-on/tate-britain/exhibition/barbara-hepworth"
"20141011093640","2014-10-11 09:36:40 GMT","","2015-02-25","2015-06-07","Tate Britain, London","Salt and Silver: Early Photography 1840 – 1860","http://www.tate.org.uk/whats-on/tate-britain/exhibition/salt-and-silver-early-photography-1840-1860"
"20141011093814","2014-10-11 09:38:14 GMT","2015-04-14 14:40:53 GMT","2015-10-09","2016-03-13","Tate Britain, London","Frank Auerbach","http://www.tate.org.uk/whats-on/tate-britain/exhibition/frank-auerbach"
"20141012181152","2014-10-12 18:11:52 GMT","","2015-06-02","2015-09-27","Jeu de Paume, Paris","Germaine Krull","http://www.jeudepaume.org/index.php?page=article&idArt=2238"
"20141012181900","2014-10-12 18:19:00 GMT","","2015-02-14","2015-05-17","Moderna Museet, Stockholm","Louise Bourgeois","http://www.modernamuseet.se/en/Stockholm/Exhibitions/2015/Louise-Bourgeois/"
"20141013073902","2014-10-13 07:39:02 GMT","","2014-10-14","2014-12-20","Marian Goodman Gallery, London","Gerhard Richter","http://www.mariangoodman.com/exhibitions/2014-10-14_gerhard-richter/"
"20141013201354","2014-10-13 20:13:54 GMT","","2015-04-08","2015-06-22","Grand Palais, Paris","Icônes américaines","http://www.grandpalais.fr/fr/evenement/icones-americaines"
"20141013202232","2014-10-13 20:22:32 GMT","2015-11-21 08:28:52 GMT","2016-09-29","2017-01-22","Palais des Beaux-Arts, Brussel","The Power of the avant-garde","http://www.bozar.be/en/activities/80778-the-power-of-the-avant-garde"
"20141013204236","2014-10-13 20:42:36 GMT","","2014-09-18","2015-01-18","Musée Marmottan Monet, Paris","Impression, soleil levant","http://marmottan.fr/uk/current_exhibition-musee-2576"
"20141013213247","2014-10-13 21:32:47 GMT","2015-09-24 19:44:17 GMT","2015-09-24","2016-01-24","Gemäldegalerie, Berlin","The Botticelli Renaissance","http://www.botticelli-renaissance.de/en/"
"20141013214503","2014-10-13 21:45:03 GMT","","2014-09-27","2015-01-25","GAM, Torino","Roy Lichtenstein","http://www.gamtorino.it/lichtenstein/"
"20141014202958","2014-10-14 20:29:58 GMT","2014-11-21 08:24:38 GMT","2014-11-21","2015-04-06","Staatsgalerie Stuttgart","Oskar Schlemmer – Visionen einer neuen Welt","http://www.oskarschlemmer-stuttgart.de/en/exhibition/oskar-schlemmer---visions-of-a-new-world/"
"20141014204542","2014-10-14 20:45:42 GMT","","2015-05-01","2015-08-30","Kunsthalle der Hypo-Kulturstiftung, München","Keith Haring – The Political Line","http://www.kunsthalle-muc.de/en/exhibitions/details/keith-haring/"
"20141014205120","2014-10-14 20:51:20 GMT","","2014-12-12","2015-04-12","Kunsthalle der Hypo-Kulturstiftung, München","Body and Soul – Munich Rococo from Asam to Günther","http://www.kunsthalle-muc.de/en/exhibitions/details/body-and-soul/"
"20141014205530","2014-10-14 20:55:30 GMT","","2014-08-22","2014-11-23","Kunsthalle der Hypo-Kulturstiftung, München","Rembrandt – Titian – Bellotto","http://www.kunsthalle-muc.de/en/exhibitions/details/rembrandt-titian-bellotto/"
"20141014210815","2014-10-14 21:08:15 GMT","","2014-10-29","2015-01-18","Kupferstich-Kabinett, Dresden","The Cradle of Art – Italian Drawings and Paintings from Giotto to Botticelli","http://www.skd.museum/en/special-exhibitions/the-cradle-of-art/index.html"
"20141014211928","2014-10-14 21:19:28 GMT","","2015-06-30","2015-10-18","Tate Liverpool","Jackson Pollock: Blind Spots","http://www.tate.org.uk/whats-on/tate-liverpool/exhibition/jackson-pollock-blind-spots"
"20141014213445","2014-10-14 21:34:45 GMT","2015-02-23 09:18:17 GMT","2015-02-20","2015-05-10","Kunsthaus Zürich","Monet, Gauguin, van Gogh… Inspiration Japan","http://www.kunsthaus.ch/de/ausstellungen/aktuell/inspiration-japan/"
"20141014213715","2014-10-14 21:37:15 GMT","2015-11-18 09:58:02 GMT","2015-08-28","2016-01-10","Kunsthaus Zürich","Ein Goldenes Zeitalter","http://www.kunsthaus.ch/de/ausstellungen/aktuell/ein-goldenes-zeitalter/"
"20141016080006","2014-10-16 08:00:06 GMT","","2014-10-09","2015-02-08","Musée du Luxembourg, Paris","Paul Durand-Ruel, the gamble of the Impressionists","http://en.museeduluxembourg.fr/paul-durand-ruel-gamble-impressionists"
"20141016082036","2014-10-16 08:20:36 GMT","2016-03-24 08:04:18 GMT","2015-11-07","2016-03-28","Hôtel de Caumont, Aix-en-Provence","The collections of the Prince of Liechtenstein","http://caumont-centredart.com/en/node/673"
"20141016082347","2014-10-16 08:23:47 GMT","","2015-05-06","2015-09-13","Hôtel de Caumont, Aix-en-Provence","Canaletto, Rome-London-Venice","http://www.hoteldecaumont.com/en/events/canaletto-rome-london-venice"
"20141016091509","2014-10-16 09:15:09 GMT","2015-09-29 06:41:46 GMT","2014-11-13","2015-12-06","Musée Rodin, Paris","Rodin: the Laboratory of Creation","http://www.musee-rodin.fr/en/exhibition/exposition/rodin-laboratory-creation"
"20141016093444","2014-10-16 09:34:44 GMT","","2017-06-10","2017-09-17","Kassel","documenta 14","http://www.documenta.de/"
