uid,dt-created,dt-modified,event-dt-begin,event-dt-end,event-location,title,link
"20141109083826","2014-11-09 08:38:26 GMT","","2014-09-20","2015-01-11","Victoria and Albert Museum, London","Constable: The Making of a Master","http://www.vam.ac.uk/whatson/event/3388/constable-the-making-of-a-master-4832/"
"20141109085043","2014-11-09 08:50:43 GMT","2014-11-09 09:26:50 GMT","2015-10-15","2016-01-10","Ashmolean Museum, Oxford","Drawing in Venice: Titian to Canaletto","http://www.ashmolean.org/exhibitions/details/?exh=109"
"20141109085900","2014-11-09 08:59:00 GMT","2015-09-29 06:50:48 GMT","2015-10-10","2016-01-17","Museum Boijmans Van Beuningen, Rotterdam","From Bosch to Bruegel – Uncovering Everyday Life","http://www.boijmans.nl/en/7/calendar-exhibitions/calendaritem/1265/from-bosch-to-bruegel"
"20141112082406","2014-11-12 08:24:06 GMT","","2014-11-14","2015-03-29","Leighton House Museum, London","A Victorian Obsession: The Pérez Simón collection","http://www.rbkc.gov.uk/subsites/museums/leightonhousemuseum/avictorianobsession.aspx"
"20141112082911","2014-11-12 08:29:11 GMT","","2014-09-20","2015-02-22","Chiostro del Bramante, Roma","Escher","http://chiostrodelbramante.it/info/escher/"
"20141113210636","2014-11-13 21:06:36 GMT","","2014-11-07","2015-01-28","Foam, Amsterdam","Vivian Maier - Street Photographer","http://foam.org/visit-foam/calendar/2014-exhibitions/vivian-maier"
"20141117202745","2014-11-17 20:27:45 GMT","2015-02-09 19:29:08 GMT","2015-02-05","2015-05-25","Louisiana Museum of Modern Art, Humlebæk","Richard Mosse","http://en.louisiana.dk/exhibition/richard-mosse"
"20141117202823","2014-11-17 20:28:23 GMT","2015-03-26 09:29:50 GMT","2015-03-19","2015-06-21","Louisiana Museum of Modern Art, Humlebæk","David Hockney","http://en.louisiana.dk/exhibition/david-hockney"
"20141117202854","2014-11-17 20:28:54 GMT","2015-03-15 20:05:43 GMT","2015-03-12","2015-06-21","Louisiana Museum of Modern Art, Humlebæk","Jeff Wall","http://en.louisiana.dk/exhibition/jeff-wall"
"20141117202920","2014-11-17 20:29:20 GMT","2015-04-19 14:17:11 GMT","2015-04-17","2015-08-16","Louisiana Museum of Modern Art, Humlebæk","Peter Doig","http://en.louisiana.dk/exhibition/peter-doig"
"20141117203000","2014-11-17 20:30:00 GMT","2015-09-17 13:25:30 GMT","2015-09-17","2016-01-24","Louisiana Museum of Modern Art, Humlebæk","Yayoi Kusama","http://en.louisiana.dk/exhibition/yayoi-kusama"
"20141117203020","2014-11-17 20:30:20 GMT","2015-10-08 07:54:05 GMT","2015-09-03","2015-11-29","Louisiana Museum of Modern Art, Humlebæk","Lucian Freud","http://en.louisiana.dk/exhibition/lucian-freud"
"20141117203039","2014-11-17 20:30:39 GMT","2014-11-17 20:41:06 GMT","2015-06-18","2015-08-30","Louisiana Museum of Modern Art, Humlebæk","Terry Winters","http://en.louisiana.dk/exhibitions/upcoming"
"20141117203112","2014-11-17 20:31:12 GMT","2014-11-17 20:41:12 GMT","2015-06-25","2015-10-25","Louisiana Museum of Modern Art, Humlebæk","Africa","http://en.louisiana.dk/exhibitions/upcoming"
"20141120171031","2014-11-20 17:10:31 GMT","","2015-09-04","2016-01-10","Albertina, Wien","Lyonel Feininger and Alfred Kubin","http://albertina.at/jart/prj3/albertina/main.jart?rel=en&reserve-mode=active&content-id=1202307119323&ausstellungen_id=1411462061008"
"20141122084538","2014-11-22 08:45:38 GMT","2015-10-03 08:31:01 GMT","2015-10-02","2016-01-24","Kunsthaus Zürich","Joan Miró – Wall, Frieze, Mural","http://www.kunsthaus.ch/miro/en"
"20141123001154","2014-11-23 00:11:54 GMT","","2015-02-08","2015-06-28","Fondation Beyeler, Basel","Paul Gauguin","http://www.fondationbeyeler.ch/ausstellungen/paul-gauguin/einleitung"
"20141124223240","2014-11-24 22:32:40 GMT","","2014-10-08","2015-02-02","Bauhaus-Archiv, Berlin","Sensing the Future – László Moholy-Nagy","http://www.bauhaus.de/de/ausstellungen/sonderausstellungen/339_sensing_the_future/"
"20141126091632","2014-11-26 09:16:32 GMT","","2014-11-08","2015-02-01","Staatliche Kunsthalle Karlsruhe","Degas – Classicism and Experimentation","http://www.kunsthalle-karlsruhe.de/en/exhibitions/degas.html"
"20141126214758","2014-11-26 21:47:58 GMT","2015-02-19 20:20:52 GMT","2015-09-23","2016-01-11","Grand Palais, Paris","Élisabeth Louise Vigée Le Brun","http://www.grandpalais.fr/fr/evenement/elisabeth-louise-vigee-le-brun"
"20141201144454","2014-12-01 14:44:54 GMT","","2014-10-11","2015-01-18","Scuderie del Quirinale, Roma","Memling. Rinascimento fiammingo","http://english.scuderiequirinale.it/categorie/memling-e-l-italia-exhibition"
"20141206143459","2014-12-06 14:34:59 GMT","","2014-11-15","2015-04-06","Kunstmuseum Wolfsburg","RealSurreal – Masterpieces of Avant-Garde Photography","http://www.kunstmuseum-wolfsburg.de/1215/RealSurreal/"
"20141210110455","2014-12-10 11:04:55 GMT","","2014-10-23","2015-04-19","Mu.ZEE, Oostende","The Sea - salut d'honneur Jan Hoet","http://muzee.be/en/muzee/t204250/the-sea-salut-d-honneur-jan-hoet"
"20141214105751","2014-12-14 10:57:51 GMT","","2015-04-10","2015-07-05","Museum Folkwang, Essen","Conflict, Time, Photography","http://www.museum-folkwang.de/en/exhibitions/future-exhibitions/conflict-time-photgraphy.html"
"20141223103514","2014-12-23 10:35:14 GMT","2014-12-23 10:37:41 GMT","2015-04-15","2015-07-13","Musée de l'Orangerie, Paris","Adolfo Wildt (1868-1931)","http://www.musee-orangerie.fr/pages/page_id20005_u1l2.htm"
"20141223104018","2014-12-23 10:40:18 GMT","2015-09-16 09:13:06 GMT","2015-05-30","2015-11-22","Museum Ludwig, Köln","Ber­nard Schultze. A Cen­ten­nial Ex­hi­bi­tion","http://www.museum-ludwig.de/en/exhibitions/bernard-schultze.html"
"20141223104143","2014-12-23 10:41:43 GMT","2015-11-14 12:36:47 GMT","2015-11-14","2016-02-21","Museum Ludwig, Köln","Joan Mitchell","http://www.museum-ludwig.de/en/exhibitions/joan-mitchell.html"
"20150105082219","2015-01-05 08:22:19 GMT","2015-01-05 08:27:44 GMT","2015-05-31","2015-09-06","Fondation Beyeler, Basel","Marlene Dumas","http://www.fondationbeyeler.ch/en/Exhibitions/Preview"
"20150105082534","2015-01-05 08:25:34 GMT","2015-10-04 13:54:10 GMT","2015-10-04","2016-01-10","Fondation Beyeler, Basel","0,10 – The Last Futurist Exhibition of Painting","http://www.fondationbeyeler.ch/en/exhibitions/search-010"
"20150112082716","2015-01-12 08:27:16 GMT","2015-01-12 08:31:54 GMT","2015-06-12","2015-09-20","Fondation Vincent van Gogh, Arles","Van Gogh's drawings","http://www.fondation-vincentvangogh-arles.org/"
"20150112083849","2015-01-12 08:38:49 GMT","2015-01-12 08:41:42 GMT","2015-03-01","2015-05-25","Museum der bildenden Künste Leipzig","Paul Klee – Sonderklasse, Unverkäuflich","http://www.mdbk.de/ausstellungen/archiv/2015/paul-klee-sonderklasse-unverkaeuflich/"
"20150112090434","2015-01-12 09:04:34 GMT","","2015-03-11","2015-06-21","Städel Museum, Frankfurt","Monet and the Birth of Impressionism","http://www.staedelmuseum.de/en/exhibitions/monet"
"20150112090834","2015-01-12 09:08:34 GMT","","2015-10-07","2016-01-24","Städel Museum, Frankfurt","Masterworks in Dialogue","http://www.staedelmuseum.de/en/exhibitions/masterworks-dialogue"
"20150112091227","2015-01-12 09:12:27 GMT","2015-03-08 19:15:04 GMT","2015-03-06","2015-06-14","Schirn Kunsthalle, Frankfurt","Artists and Prophets. A Secret History of Modern Art 1872-1972","http://www.schirn.de/en/ARTISTS_PROPHETS.html"
"20150113074714","2015-01-13 07:47:14 GMT","","2015-06-13","2015-09-20","LWL-Museum für Kunst und Kultur, Münster","Otto Piene. Licht","http://www.lwl.org/LWL/Kultur/museumkunstkultur/ausstellungen/ausstellungen_vorschau"
"20150116200710","2015-01-16 20:07:10 GMT","2015-04-15 06:31:10 GMT","2015-04-15","2015-06-28","Estorick Collection, London","Modigliani","http://www.estorickcollection.com/exhibitions/"
"20150120090216","2015-01-20 09:02:16 GMT","2015-10-13 08:36:20 GMT","2015-10-14","2016-01-24","Musée d'Orsay, Paris","Who's Afraid of Women Photographers? 1918–1945","http://www.musee-orsay.fr/en/events/exhibitions/in-the-musee-dorsay/exhibitions-in-the-musee-dorsay/article/qui-a-peur-des-femmes-photographes-42673.html?tx_ttnews%5BbackPid%5D=254&cHash=f8c9a91403"
"20150120090445","2015-01-20 09:04:45 GMT","2015-10-14 09:17:05 GMT","2015-10-14","2016-01-24","Musée de l'Orangerie, Paris","Who's Afraid of Women Photographers? 1839-1919","http://www.musee-orangerie.fr/en/event/whos-afraid-women-photographers-1839-1919"
"20150120091529","2015-01-20 09:15:29 GMT","2015-01-30 10:30:15 GMT","2015-01-30","2015-05-25","Zentrum Paul Klee, Bern","Henry Moore","http://www.zpk.org/en/exhibitions/current/henry-moore-967.html"
"20150124170328","2015-01-24 17:03:28 GMT","","2015-01-25","2015-05-17","Beaux-Arts Mons","Van Gogh in the Borinage","http://www.mons2015.eu/en/van-gogh-borinage"
"20150126203351","2015-01-26 20:33:51 GMT","2015-04-19 14:19:41 GMT","2015-04-19","2015-07-19","Max Ernst Museum, Brühl","Realsurreal","http://www.maxernstmuseum.lvr.de/de/ausstellungen/realsurreal/realsurreal_1.html"
"20150203083825","2015-02-03 08:38:25 GMT","","2015-02-05","2015-05-10","Mauritshuis, Den Haag","The Frick Collection - Art Treasures from New York","http://www.mauritshuis.nl/en/discover/tentoonstellingen/the-frick-collection-art-treasures-from-new-york/"
"20150209193910","2015-02-09 19:39:10 GMT","","2015-10-20","2016-01-24","Jeu de Paume, Paris","Philippe Halsman","http://www.jeudepaume.org/index.php?page=article&idArt=2279"
"20150209195331","2015-02-09 19:53:31 GMT","","2015-03-24","2015-06-28","Museo Nacional del Prado, Madrid","Rogier van der Weyden","https://www.museodelprado.es/en/exhibitions/exhibitions/at-the-museum/rogier-van-der-weyden-y-los-reinos-peninsulares/"
"20150211094413","2015-02-11 09:44:13 GMT","","2015-03-18","2015-09-14","Museo Nacional Centro de Arte Reina Sofía, Madrid","White Fire. The Kunstmuseum Basel Modern Collection","http://www.museoreinasofia.es/en/exhibitions/kunstmuseum-basel-collection"
"20150219202136","2015-02-19 20:21:36 GMT","2015-07-23 08:18:31 GMT","2015-10-07","2016-02-29","Grand Palais, Paris","Picasso Mania","http://www.grandpalais.fr/fr/evenement/picassomania"
"20150219203151","2015-02-19 20:31:51 GMT","2015-09-23 10:23:20 GMT","2016-04-20","2016-07-18","Grand Palais, Paris","Amadeo de Souza-Cardoso","http://www.grandpalais.fr/"
"20150223091347","2015-02-23 09:13:47 GMT","","2015-03-16","2015-07-26","Chiostro del Bramante, Roma","Marc Chagall – Love and Life","http://chiostrodelbramante.it/info/marc_chagall_love_and_life/"
"20150315200111","2015-03-15 20:01:11 GMT","2015-10-27 07:33:35 GMT","2015-09-20","2016-02-07","Kunsthal, Rotterdam","Keith Haring – The Political Line","http://www.kunsthal.nl/en/exhibitions/keith-haring/"
"20150406070307","2015-04-06 07:03:07 GMT","","2015-03-04","2015-05-31","National Gallery, London","Inventing Impressionism","http://www.nationalgallery.org.uk/impressionism"
"20150412143844","2015-04-12 14:38:44 GMT","","2015-10-15","2016-01-31","Martin-Gropius-Bau, Berlin","Germaine Krull - Photographs","http://www.berlinerfestspiele.de/en/aktuell/festivals/gropiusbau/programm_mgb/mgb15_krull/ausstellung_krull/veranstaltungsdetail_mgb15_krull_117525.php"
"20150412144210","2015-04-12 14:42:10 GMT","2015-04-12 14:43:51 GMT","2015-03-21","2015-06-08","Martin-Gropius-Bau, Berlin","ZERO","http://www.berlinerfestspiele.de/en/aktuell/festivals/gropiusbau/programm_mgb/mgb15_zero/ausstellung_zero/veranstaltungsdetail_mgb15_zero_109717.php"
"20150414144426","2015-04-14 14:44:26 GMT","","2015-03-06","2015-05-31","Tate Liverpool","György Kepes","http://www.tate.org.uk/whats-on/tate-liverpool/exhibition-display/gyorgy-kepes"
"20150415063231","2015-04-15 06:32:31 GMT","2015-07-08 09:19:07 GMT","2015-07-08","2015-09-06","Estorick Collection, London","Fausto Pirandello","http://www.estorickcollection.com/exhibitions/"
"20150415070337","2015-04-15 07:03:37 GMT","2015-11-29 08:31:16 GMT","2015-11-28","2016-04-17","Kröller-Müller Museum, Otterlo","Barbara Hepworth – Sculpture for a modern world.","http://krollermuller.nl/en-barbara-hepworth"
"20150630074225","2015-06-30 07:42:25 GMT","","2016-03-25","2016-07-03","Musée des impressionnismes, Giverny","Caillebotte, Painter and Gardener","http://www.mdig.fr/en/caillebotte-painter-and-gardener"
"20150701112715","2015-07-01 11:27:15 GMT","","2015-10-02","2016-01-10","Museum Folkwang, Essen","The Shadow of the Avant-garde – Rousseau and the forgotten masters","http://www.museum-folkwang.de/en/exhibitions/future-exhibitions/the-shadow-of-the-avant-garde.html"
"20150707080105","2015-07-07 08:01:05 GMT","2016-03-24 08:02:23 GMT","2016-03-22","2016-07-17","Musée d'Orsay, Paris","Le Douanier Rousseau. L'innocence archaïque.","http://www.musee-orsay.fr/fr/evenements/expositions/au-musee-dorsay/presentation-generale/article/le-douanier-rousseau-43250.html?tx_ttnews%5BbackPid%5D=254&cHash=06ffaa6c9e"
"20150708092241","2015-07-08 09:22:41 GMT","","2016-03-04","2016-07-03","Kunsthalle der Hypo-Kulturstiftung, München","Joaquín Sorolla","http://www.kunsthalle-muc.de/en/exhibitions/details/joaquin-sorolla/"
"20150723081139","2015-07-23 08:11:39 GMT","2016-05-18 10:01:33 GMT","2016-05-10","2016-09-11","Musée d'Orsay, Paris","Charles Gleyre (1806-1874). Le romantique repenti","http://www.musee-orsay.fr/fr/evenements/expositions/au-musee-dorsay/presentation-generale/article/charles-gleyre-42677.html?cHash=30f5dbe196"
"20150723081952","2015-07-23 08:19:52 GMT","2015-09-15 07:58:35 GMT","2016-03-09","2016-07-10","Musée du Luxembourg, Paris","Chefs-d’oeuvre des musées de Budapest","http://www.grandpalais.fr/fr/evenement/chefs-doeuvre-des-musees-de-budapest"
"20150914072724","2015-09-14 07:27:24 GMT","","2015-09-12","2016-03-13","Museum für Gegenwartskunst, Basel","Cy Twombly","http://www.kunstmuseumbasel.ch/de/ausstellungen/aktuell/cy-twombly/"
"20150915075413","2015-09-15 07:54:13 GMT","2015-09-15 07:55:50 GMT","2015-09-16","2016-01-24","Musée du Luxembourg, Paris","Fragonard in love. Suitor and libertine","http://en.museeduluxembourg.fr/exhibitions/fragonard-love-suitor-and-libertine"
"20150917131928","2015-09-17 13:19:28 GMT","","2016-09-16","2017-01-23","Musée Jacquemart-André, Paris","Rembrandt – the decisive years","http://www.musee-jacquemart-andre.com/en/events/rembrandt"
"20150918101249","2015-09-18 10:12:49 GMT","2015-10-30 08:03:45 GMT","2015-10-30","2016-01-31","Museum Folkwang, Essen","Jim Dine – About the Love of Printing","https://www.museum-folkwang.de/en/news/exhibitions/future-exhibitions/jim-dine.html"
"20150921095851","2015-09-21 09:58:51 GMT","","2015-10-03","2016-01-03","Gemeentemuseum, Den Haag","Colour Unleashed","http://www.gemeentemuseum.nl/en/exhibitions/colour-unleashed"
"20150922081640","2015-09-22 08:16:40 GMT","","2015-11-05","2016-01-24","Städel Museum, Frankfurt","John Baldessari","http://www.staedelmuseum.de/en/exhibitions/john-baldessari"
"20150923102458","2015-09-23 10:24:58 GMT","","2016-10-15","2017-01-15","Museum Boijmans Van Beuningen, Rotterdam","Fra Bartolommeo – From Drawing to Painting","http://www.boijmans.nl/en/7/calendar-exhibitions/calendaritem/1262/fra-bartolommeo"
"20150924194222","2015-09-24 19:42:22 GMT","2015-09-24 19:46:02 GMT","2016-07-01","2016-10-30","Gemäldegalerie, Berlin","El Siglo de Oro. The Age of Velázquez","http://www.smb.museum/en/museums-and-institutions/gemaeldegalerie/ausstellungen/ausstellung-detail/el-siglo-de-oro-spanische-malerei-und-skulptur-des-17-jahrhunderts-1.html"
"20150926101421","2015-09-26 10:14:21 GMT","","2015-10-24","2016-01-31","Royal Academy of Arts, London","Jean-Etienne Liotard","https://www.royalacademy.org.uk/exhibition/jean-etienne-liotard"
"20150929064502","2015-09-29 06:45:02 GMT","","2015-09-26","2016-02-28","Vitra Design Museum, Weil am Rhein","Das Bauhaus","http://www.design-museum.de/de/ausstellungen/aktuelle-ausstellungen.html"
"20150929065459","2015-09-29 06:54:59 GMT","","2016-07-06","2016-10-30","Tate Modern, London","Georgia O’Keeffe","http://www.tate.org.uk/whats-on/tate-modern/exhibition/georgia-okeeffe"
"20150929065711","2015-09-29 06:57:11 GMT","","2016-09-14","2017-01-08","Tate Modern, London","Wifredo Lam","http://www.tate.org.uk/whats-on/tate-modern/exhibition/ey-exhibition-wifredo-lam"
"20150929065836","2015-09-29 06:58:36 GMT","","2016-12-01","2017-04-02","Tate Modern, London","Robert Rauschenberg","http://www.tate.org.uk/whats-on/tate-modern/exhibition/robert-rauschenberg"
"20150929085522","2015-09-29 08:55:22 GMT","","2015-10-23","2016-02-14","Staatsgalerie Stuttgart","Poetry of Colour","http://www.staatsgalerie.de/ausstellung_e/vorabinfo.php?id=114"
"20150930071416","2015-09-30 07:14:16 GMT","2015-11-15 11:31:26 GMT","2015-11-15","2016-02-14","Staatsgalerie Stuttgart","Albrecht Dürer and Lucas van Leyden","http://www.staatsgalerie.de/ausstellung_e/duerer_van_leyden/"
"20150930133030","2015-09-30 13:30:30 GMT","2015-09-30 13:33:43 GMT","2015-09-30","2016-02-15","Centre Pompidou, Paris","Wifredo Lam","https://www.centrepompidou.fr/cpv/ressource.action?param.id=FR_R-4928938cb2b3cf621fb6696c5f885cb&param.idSource=FR_E-54c521ec366fe8c71d9f99a117747e"
"20150930133544","2015-09-30 13:35:44 GMT","2015-09-30 13:37:12 GMT","2015-10-21","2016-01-11","Centre Pompidou, Paris","Karel Appel","https://www.centrepompidou.fr/cpv/ressource.action?param.id=FR_R-a7b781492ce8aace2098511dd2c935d&param.idSource=FR_E-a7b781492ce8aace2098511dd2c935d&param.seance=seance"
"20151001185652","2015-10-01 18:56:52 GMT","2016-03-11 13:06:10 GMT","2016-03-08","2016-08-28","Musée Picasso, Paris","Picasso. Sculptures","http://www.museepicassoparis.fr/en/picasso-sculptures/"
"20151001190507","2015-10-01 19:05:07 GMT","","2015-10-02","2016-02-07","Musée d'Art Moderne de la Ville de Paris","Warhol – Unlimited","http://www.mam.paris.fr/fr/expositions/exposition-warhol"
"20151001191148","2015-10-01 19:11:48 GMT","","2015-10-09","2016-01-11","Leopold Museum, Wien","A Rush of Color – Masterpieces of German Expressionism","http://www.leopoldmuseum.org/en/exhibitions/67/a-rush-of-color"
"20151003083334","2015-10-03 08:33:34 GMT","","2016-03-05","2016-06-05","Museum voor Schone Kunsten, Gent","Marthe Donas","http://mskgent.be/nl/tentoonstellingen/marthe-donas/marthe-donas-2016"
"20151004135623","2015-10-04 13:56:23 GMT","","2015-09-22","2016-01-10","Museo Nacional del Prado, Madrid","Effigies amicorum. Portraits of Artists by Federico de Madrazo","https://www.museodelprado.es/en/exhibitions/exhibitions/at-the-museum/emeffigies-amicorumem-retratos-de-artistas-por-federico-de-madrazo-1815-1894"
"20151004140155","2015-10-04 14:01:55 GMT","","2015-11-24","2016-03-27","Museo Nacional del Prado, Madrid","Ingres","https://www.museodelprado.es/en/exhibitions/exhibitions/at-the-museum/ingres"
"20151004140320","2015-10-04 14:03:20 GMT","2016-03-03 13:54:39 GMT","2016-02-23","2016-06-12","Museo Nacional del Prado, Madrid","Georges de La Tour","https://www.museodelprado.es/en/whats-on/exhibition/georges-de-la-tour/369d61b8-c430-4c43-9f51-8ed8995aa949"
"20151004140418","2015-10-04 14:04:18 GMT","2016-01-11 12:49:49 GMT","2016-05-31","2016-09-11","Museo Nacional del Prado, Madrid","Bosch. The Centenary Exhibition","https://www.museodelprado.es/en/whats-on"
"20151006082410","2015-10-06 08:24:10 GMT","","2016-02-13","2016-05-08","Noordbrabants Museum, 's Hertogenbosch","Jheronimus Bosch – Visions of Genius","http://www.hetnoordbrabantsmuseum.nl/english/exhibitions/2016/jheronimus-bosch-(2016)/"
"20151006101237","2015-10-06 10:12:37 GMT","","2015-10-03","2016-01-24","Museum Frieder Burda, Baden-Baden","Andreas Gursky","http://www.museum-frieder-burda.de/Aktuelle-Ausstellung.1095.0.html"
"20151008090554","2015-10-08 09:05:54 GMT","2015-10-08 09:07:45 GMT","2015-09-04","2016-01-10","Museum für Fotografie, Berlin","Japanese Photography from the Meiji Period (1868-1912)","http://www.smb.museum/en/exhibitions/detail/zartrosa-und-lichtblau.html"
"20151009115255","2015-10-09 11:52:55 GMT","","2015-09-11","2016-01-17","Bundeskunsthalle, Bonn","Hanne Darboven","http://www.bundeskunsthalle.de/en/exhibitions/hanne-darboven.html"
"20151010091325","2015-10-10 09:13:25 GMT","","2017-02-11","2017-05-28","Museum Boijmans Van Beuningen, Rotterdam","Surrealism in Boijmans","http://www.boijmans.nl/en/7/calendar-exhibitions/calendaritem/1786/surrealism-in-boijmans"
"20151010092505","2015-10-10 09:25:05 GMT","2015-11-27 12:41:09 GMT","2016-04-06","2016-07-18","Musée de l'Orangerie, Paris","Apollinaire, the vision of the poet","http://www.musee-orangerie.fr/en/event/apollinaire-vision-poet"
"20151014092250","2015-10-14 09:22:50 GMT","2015-10-30 08:05:04 GMT","2015-10-30","2016-02-07","Schirn Kunsthalle, Frankfurt","Sturm-Frauen","http://www.schirn.de/en/exhibitions/2015/sturm_frauen/"
"20151015082839","2015-10-15 08:28:39 GMT","","2016-03-19","2016-06-12","Martin-Gropius-Bau, Berlin","Lee Miller – Photographs","http://www.berlinerfestspiele.de/en/aktuell/festivals/gropiusbau/programm_mgb/mgb15_miller/ausstellung_miller/ausstellung_lee_miller_141717.php"
"20151019080952","2015-10-19 08:09:52 GMT","","2015-10-07","2016-01-10","National Gallery, London","Goya: The Portraits","http://www.nationalgallery.org.uk/whats-on/exhibitions/goya-portraits"
"20151020112648","2015-10-20 11:26:48 GMT","","2015-11-21","2016-05-29","Château de Tours","Capa in Color","http://www.jeudepaume.org/index.php?page=article&idArt=2462"
"20151020113217","2015-10-20 11:32:17 GMT","","2016-02-09","2016-05-22","Jeu de Paume, Paris","François Kollar","http://www.jeudepaume.org/index.php?page=article&idArt=2485"
"20151021072340","2015-10-21 07:23:40 GMT","","2016-01-30","2016-04-30","Fondation Custodia, Paris","Dutch Drawings","http://www.fondationcustodia.fr/english/actueel/tentoonstelling.cfm?gr=menu4"
"20151026073946","2015-10-26 07:39:46 GMT","","2016-04-12","2016-08-29","Tate Britain, London","Conceptual Art in Britain: 1964–1979","http://www.tate.org.uk/whats-on/tate-britain/exhibition/conceptual-art-britain-1964-1979"
"20151027073049","2015-10-27 07:30:49 GMT","","2016-02-27","2016-06-12","Kunsthal, Rotterdam","Philippe Halsman – Astonish Me!","http://www.kunsthal.nl/en/exhibitions/astonish-me/"
"20151029094836","2015-10-29 09:48:36 GMT","","2015-10-22","2016-01-31","Museum Küppersmühle, Duisburg","Heinz Mack. Apollo in my studio","http://www.museum-kueppersmuehle.de/en/exhibitions/upcoming-exhibitions/mack-apollo-in-my-studio/"
"20151029100501","2015-10-29 10:05:01 GMT","","2016-06-10","2016-09-11","Moderna Museet, Stockholm","Yayoi Kusama","http://www.modernamuseet.se/sv/Stockholm/Utstallningar/2016/Yayoi-Kusama/"
"20151029100627","2015-10-29 10:06:27 GMT","","2016-01-16","2016-04-24","Moderna Museet, Stockholm","Paul Klee / Ivan Aguéli","http://www.modernamuseet.se/sv/Stockholm/Utstallningar/2016/Klee--Agueli/"
"20151102084529","2015-11-02 08:45:29 GMT","","2015-10-15","2016-01-10","National Portrait Gallery, London","Giacometti: Pure Presence","http://www.npg.org.uk/"
"20151102084750","2015-11-02 08:47:50 GMT","","2016-03-17","2016-06-26","National Portrait Gallery, London","Russia and the Arts: The Age of Tolstoy and Tchaikovsky","http://www.npg.org.uk/"
"20151102161634","2015-11-02 16:16:34 GMT","","2015-10-31","2016-02-14","Stedelijk Museum Schiedam","Jan Schoonhoven","http://www.stedelijkmuseumschiedam.nl/en/exhibitions/currently-in-the-museum/464-reality-according-to-jan-schoonhoven"
"20151107194306","2015-11-07 19:43:06 GMT","","2016-05-04","2016-09-18","Hôtel de Caumont, Aix-en-Provence","Turner","http://caumont-centredart.com/en/events/turner"
"20151109102200","2015-11-09 10:22:00 GMT","","2016-09-24","2017-01-02","Royal Academy of Arts, London","Abstract Expressionism","https://www.royalacademy.org.uk/exhibition/abstract-expressionism"
"20151109102419","2015-11-09 10:24:19 GMT","","2016-07-02","2016-10-02","Royal Academy of Arts, London","David Hockney RA: 79 Portraits and 2 Still Lifes","https://www.royalacademy.org.uk/exhibition/david-hockney-portraits"
"20151110110448","2015-11-10 11:04:48 GMT","","2016-03-12","2016-06-05","Royal Academy of Arts, London","In the Age of Giorgione","https://www.royalacademy.org.uk/exhibition/in-the-age-of-giorgione"
"20151110110807","2015-11-10 11:08:07 GMT","","2016-10-29","2017-01-29","Royal Academy of Arts, London","Intrigue: James Ensor","https://www.royalacademy.org.uk/exhibition/james-ensor-luc-tuymans"
"20151111201947","2015-11-11 20:19:47 GMT","2016-02-09 09:37:35 GMT","2016-02-09","2016-05-22","Museo Thyssen-Bornemisza, Madrid","Madrid Realists","http://www.museothyssen.org/en/thyssen/exposiciones_actuales/137"
"20151114123726","2015-11-14 12:37:26 GMT","","2015-10-01","2016-01-17","Petit Palais, Paris","Fantastic ! Kuniyoshi, demon of prints","http://petitpalais.paris.fr/en/expositions/fantastic-kuniyoshi-demon-prints"
"20151114123938","2015-11-14 12:39:38 GMT","2016-03-11 13:08:46 GMT","2016-03-10","2016-07-03","Musée Marmottan Monet, Paris","L'art et l'enfant","http://www.marmottan.fr/uk/Current_exhibition-musee-2576"
"20151114124254","2015-11-14 12:42:54 GMT","","2015-09-10","2016-02-07","Musée Marmottan Monet, Paris","Villa Flora – Les temps enchantés","http://marmottan.fr/uk/Current_exhibition-musee-2576"
"20151114212608","2015-11-14 21:26:08 GMT","","2015-09-22","2016-01-17","Musée d'Orsay, Paris","Splendour and Misery","http://www.musee-orsay.fr/en/events/exhibitions/in-the-musee-dorsay/exhibitions-in-the-musee-dorsay/article/splendeurs-et-miseres-42671.html"
"20151115113320","2015-11-15 11:33:20 GMT","","2016-03-18","2016-07-03","Staatsgalerie Stuttgart","Giorgio de Chirico – Magic of Modernism","http://www.staatsgalerie.de/ausstellung_e/vorabinfo.php?id=118"
"20151115113548","2015-11-15 11:35:48 GMT","","2016-10-07","2017-01-08","Staatsgalerie Stuttgart","Francis Bacon – Invisible Rooms","http://www.staatsgalerie.de/ausstellung_e/vorabinfo.php?id=120"
"20151118093837","2015-11-18 09:38:37 GMT","","2016-05-18","2016-09-18","Tate Liverpool","Francis Bacon: Invisible Rooms","http://www.tate.org.uk/whats-on/tate-liverpool/exhibition/francis-bacon-invisible-rooms"
"20151118094100","2015-11-18 09:41:00 GMT","2015-11-18 09:49:58 GMT","2015-10-23","2016-02-07","Museo Guggenheim, Bilbao","Alex Katz – This Is Now","http://alexkatz.guggenheim-bilbao.es/en/"
"20151118094747","2015-11-18 09:47:47 GMT","","2016-03-18","2016-09-04","Museo Guggenheim, Bilbao","Louise Bourgeois. Structures of Existence: The Cells","http://www.guggenheim-bilbao.es/en/exhibitions/louise-bourgeois-structures-of-existence-the-cells/"
"20151118100025","2015-11-18 10:00:25 GMT","2016-02-09 09:36:20 GMT","2016-02-05","2016-05-01","Kunsthaus Zürich ","Dadaglobe Reconstructed","http://www.kunsthaus.ch/en/exhibitions/current/dadaglobereconstructed/"
